"patRIL" "matRIL" "CG10245" "CG4086"
22003 11003 0.55797785784995 -0.720732064893786
22004 11004 0.886762814805159 1.19251888265969
22005 11005 -0.307217684188511 -0.355367825244109
22006 11006 1.23581072990468 -0.217140087895081
22007 11007 -0.868493979127944 -0.242665594067959
22008 11008 -0.329009165456443 -0.949928153579197
22009 11009 0.775546958322378 -1.46177946569689
22010 11010 -0.0538875029649964 0.179110115189958
22011 11011 -0.742389730758972 0.577448729992901
22012 11012 -0.886762814805159 -0.0871170003983494
22013 11013 2.07467647684212 -0.769962202571622
22014 11014 1.01020581428617 -1.03113111396634
22015 11015 0.342158778571174 1.70817807311644
22016 11016 -0.337769109657726 0.543512684915766
22017 11017 -1.52494535776262 0.747858594763302
22019 11019 -0.137153973411368 0.769962202571622
22020 11020 1.43807342089425 0.880640562615912
22021 11021 -0.996497946211796 2.29930540186618
22022 11022 -0.710029326484192 0.204431228118982
22023 11023 -0.553143299377485 1.34024628235662
22024 11024 0.924219776877528 0.832797973781049
22025 11025 -0.899108180226192 -0.377522799784186
22026 11026 1.67357133498159 -0.736942980909068
22027 11027 1.26293769917366 0.0704925212865529
22028 11028 0.128793990063724 -1.41514907029356
22030 11030 0.145523553529793 2.1117168393134
22031 11031 0.377522799784186 0.892918486444395
22033 11033 1.60981606718445 -1.24475141420697
22035 11035 -0.93058917591238 -1.32017421289442
22036 11036 -0.463542991375327 0.76440135895347
22037 11037 0.0414437330939965 0.229884117579232
22038 11038 0.657679960815283 0.217140087895081
22039 11039 1.11205221070977 0.90533251412137
22040 11040 0.683620437067387 0.627123151468491
22041 11041 1.53833411635056 -0.731518006791835
22042 11042 -0.892918486444395 -0.468161053221494
22043 11043 1.25379272166561 -0.449747437668471
22044 11044 -0.0497387476324851 0.720732064893786
22045 11045 -0.627123151468491 1.67357133498159
22046 11046 -0.917887653790005 0.162293948169139
22049 11049 -1.39294519673001 -1.09680356209351
22050 11050 -1.76427345782482 -0.234140335291547
22051 11051 -0.832797973781049 0.911592121918912
22052 11052 -0.969629094981559 0.3465550505589
22053 11053 -0.769962202571622 0.225632060255659
22054 11054 -0.720732064893786 0.694125822726111
22055 11055 -0.775546958322378 -1.18412487073434
22056 11056 -1.13542247531976 -0.426942117606338
22057 11057 1.30062037374173 0.422407954618169
22058 11058 -0.652545102782948 1.18412487073434
22059 11059 -1.06704744224688 -1.39294519673001
22060 11060 0.408856970893159 -0.212900004749838
22061 11061 -0.217140087895081 -0.132972820060009
22062 11062 -0.704708379507469 0.395380655137583
22064 11064 -0.0455908482388531 -2.04028132201041
22065 11065 0.543512684915766 -0.56768639112746
22066 11066 -1.38209625327345 -0.917887653790005
22067 11067 0.64742739292511 0.514916213865839
22068 11068 -1.51182451005236 0.996497946211796
22069 11069 -0.597141034778401 -1.29102728946302
22071 11071 -0.936996553858143 -1.12756391786304
22072 11072 0.868493979127944 -2.07467647684211
22073 11073 -0.862468514289713 0.78678974325612
22075 11075 0.449747437668471 0.390904579813398
22076 11076 0.049738747632485 -2.29930540186618
22077 11077 0.93058917591238 0.510191430316587
22078 11078 -0.668002132269574 0.120442998516861
22079 11079 -0.0663396230993496 -0.200202369560397
22080 11080 -0.66283221863429 1.04533586185825
22081 11081 -0.491404339148307 -0.166493503800825
22082 11082 1.70817807311644 1.08180576825493
22083 11083 -0.874551141945308 -1.94946708884825
22084 11084 0.850510505299112 0.30287716906832
22086 11086 -0.162293948169139 -1.48633670485721
22087 11087 0.562825493274775 -1.49895888916789
22088 11088 -1.08927403826294 -1.1043957868736
22089 11089 0.200202369560397 0.917887653790005
22090 11090 0.477427337703982 1.47394697771641
22091 11091 0.307217684188511 1.46177946569689
22092 11092 0.715370452554351 -0.107932058343347
22094 11094 -1.92247946907798 -0.622087555308922
22096 11096 -0.798132870034906 0.815342945201826
22097 11097 0.255486838906102 1.2721895345574
22098 11098 -0.577448729992901 0.84457690635195
22099 11099 0.505478008746529 -0.486734799142026
22100 11100 1.36087334286719 -0.868493979127944
22101 11101 -1.29102728946302 1.87235848276031
22102 11102 -0.170695997824087 -0.298542352711439
22103 11103 -1.32017421289442 1.1433517858678
22104 11104 1.15942990789899 0.597141034778401
22105 11105 1.05975472657048 -0.78678974325612
22106 11106 2.43538303725807 0.259769832690745
22107 11107 -1.43807342089425 -0.969629094981559
22109 11109 1.18412487073434 0.505478008746529
22110 11110 -0.0290063776179854 0.69940731019811
22111 11111 0.324638684752175 1.42651753771159
22112 11112 1.07439735359175 -0.815342945201826
22113 11113 -0.30287716906832 -1.64086016204377
22114 11114 -0.97628021879366 0.622087555308921
22115 11115 -0.183321896572339 -0.726114476587051
22116 11116 0.720732064893786 1.39294519673001
22117 11117 0.862468514289713 -0.440597887818357
22118 11118 -0.107932058343347 1.17581347255003
22119 11119 1.8265424371198 0.850510505299112
22120 11120 -0.0331515692545283 1.09680356209351
22123 11123 -1.05251794132997 0.272647796639842
22124 11124 -0.377522799784186 0.602100205107449
22126 11126 -0.683620437067387 1.22696775449547
22127 11127 -1.20099777062998 1.01713143262047
22128 11128 -1.11977438516082 -1.13542247531976
22129 11129 1.76427345782482 -0.553143299377485
22130 11130 -0.0621878687324721 -0.529160356492626
22132 11132 -1.74496055391985 1.53833411635056
22133 11133 -0.989713755595211 -1.78426776672059
22134 11134 -1.09680356209351 -1.2815515655446
22135 11135 1.72627739181353 -1.53833411635056
22136 11136 1.38209625327345 1.51182451005236
22137 11137 -0.212900004749838 0.399864666098176
22138 11138 -0.64232658393575 0.0621878687324722
22140 11140 0.259769832690745 1.29102728946302
22141 11141 -1.23581072990468 -1.43807342089425
22142 11142 -0.543512684915766 -0.0954379899661045
22143 11143 0.572560739665293 0.989713755595211
22144 11144 -0.602100205107449 -1.8489653936406
22145 11145 2.1117168393134 -0.632174700225301
22146 11146 0.440597887818357 -0.996497946211796
22147 11147 -0.500775790424517 -0.307217684188511
22148 11148 -0.647427392925109 -1.1433517858678
22149 11149 0.311563995068584 0.187536932448056
22150 11150 -1.24475141420697 -0.195977088257369
22151 11151 0.510191430316587 -0.238400798797922
22152 11152 -0.781156008445673 -1.5520044575854
22153 11153 0.386436322721694 -0.956453878676098
22154 11154 -0.259769832690745 -1.44982459880142
22155 11155 1.01713143262047 1.43807342089425
22156 11156 0.458934794215749 0.652545102782948
22157 11157 1.17581347255003 -1.25379272166561
22158 11158 -1.8050019290728 0.612063315170028
22159 11159 0.803843085235133 -2.19589899693313
22160 11160 1.56597114763214 -3.14640799442876
22161 11161 0.899108180226192 -2.1117168393134
22162 11162 1.40396061317038 -0.320274396249306
22163 11163 0.468161053221494 0.417882459206927
22164 11164 -0.612063315170028 1.05975472657048
22166 11166 -0.472789120992267 0.191755302854688
22167 11167 -0.153903340165886 0.174901508679438
22168 11168 0.61706768441726 -0.0788020384481381
22169 11169 -0.417882459206927 0.943442632585654
22170 11170 0.524400512708041 0.311563995068584
22171 11171 0.141337525880796 -0.775546958322378
22172 11172 -0.225632060255659 0.607074227559701
22174 11174 1.52494535776262 0.0580371860298193
22175 11175 -0.149712132728491 -0.120442998516861
22176 11176 1.62514234759886 1.56597114763214
22178 11178 0.529160356492626 -0.704708379507469
22179 11179 -0.529160356492626 1.30062037374173
22180 11180 -0.924219776877528 -0.255486838906102
22181 11181 2.36189444658497 -2.15190346022389
22182 11182 -1.25379272166561 1.08927403826294
22184 11184 0.76440135895347 -0.413365505965762
22185 11185 -0.408856970893159 -0.899108180226192
22186 11186 0.673189962282974 2.64107005682494
22187 11187 -0.195977088257369 1.59485885782747
22189 11189 -0.246934807649085 0.281258162959571
22190 11190 0.821133468675868 0.445168004358367
22191 11191 -0.0996009280361259 -0.505478008746529
22192 11192 -1.65699413354254 -0.0912767051918666
22193 11193 -0.179110115189959 -1.30062037374173
22194 11194 1.1043957868736 -1.31033466729709
22195 11195 0.204431228118982 0.145523553529793
22196 11196 -0.562825493274775 -2.36189444658497
22197 11197 -0.688863626708874 0.132972820060009
22198 11198 0.472789120992267 -1.8265424371198
22199 11199 0.90533251412137 1.01020581428617
22201 11201 -0.524400512708041 -1.42651753771159
22202 11202 -0.120442998516861 -0.627123151468491
22203 11203 0.668002132269573 0.307217684188511
22204 11204 -0.381975767696542 0.61706768441726
22205 11205 0.238400798797922 -0.597141034778401
22206 11206 0.815342945201826 0.742389730758972
22207 11207 0.337769109657726 -1.56597114763214
22208 11208 1.04533586185825 -0.0290063776179854
22210 11210 -1.07439735359175 0.238400798797922
22211 11211 1.16758251467852 -1.38209625327345
22212 11212 0.149712132728491 1.92247946907798
22213 11213 0.170695997824086 0.582350556129639
22214 11214 -1.70817807311644 -0.0165735076302898
22215 11215 1.08180576825493 -0.821133468675868
22216 11216 -0.324638684752175 0.0954379899661044
22217 11217 0.514916213865839 -0.982974813662025
22218 11218 0.183321896572339 -1.01713143262047
22219 11219 0.70470837950747 -1.07439735359175
22220 11220 -0.200202369560397 2.5249872731551
22221 11221 -1.20956389082316 -0.93058917591238
22222 11222 0.491404339148306 -0.514916213865839
22223 11223 -0.963020590841673 1.05251794132997
22224 11224 -0.505478008746529 -2.80970598236122
22225 11225 -0.657679960815283 -0.00828646929314087
22226 11226 -0.208663745751155 0.183321896572339
22227 11227 -2.36189444658497 -0.285571138295326
22228 11228 0.30287716906832 0.212900004749838
22229 11229 -0.00828646929314087 1.2815515655446
22230 11230 0.191755302854688 -0.463542991375327
22231 11231 -0.00414319908452524 -2.64107005682494
22232 11232 -0.486734799142026 0.170695997824086
22233 11233 -0.815342945201826 2.24460675970432
22234 11234 0.688863626708874 -0.753349918134043
22235 11235 -0.949928153579197 -1.03820730230239
22236 11236 -0.368639171392575 -0.524400512708041
22237 11237 1.03820730230239 0.56768639112746
22238 11238 0.395380655137583 1.16758251467852
22239 11239 1.12756391786304 -0.602100205107449
22240 11240 -0.880640562615912 -0.543512684915766
22241 11241 0.166493503800825 -0.657679960815283
22242 11242 -0.132972820060009 0.285571138295326
22243 11243 -0.753349918134043 0.268350221578683
22244 11244 -0.255486838906102 1.94946708884825
22245 11245 -0.731518006791835 -0.436036955148957
22246 11246 0.84457690635195 -0.482075848190274
22247 11247 -0.145523553529793 0.141337525880796
22248 11248 1.32017421289442 0.124617407947998
22251 11251 -0.0704925212865528 -1.08180576825493
22253 11253 -0.272647796639842 0.956453878676098
22254 11254 0.0372973306024175 1.58025016864024
22255 11255 -1.08180576825493 1.33014326058827
22257 11257 1.22696775449547 0.736942980909068
22258 11258 -0.673189962282974 0.368639171392575
22259 11259 -1.2815515655446 1.41514907029356
22260 11260 1.94946708884825 -0.294213138930921
22261 11261 0.982974813662025 0.436036955148957
22262 11262 0.781156008445673 0.0829588024633079
22264 11264 0.0871170003983493 -1.23581072990468
22265 11265 1.1433517858678 -0.0621878687324721
22266 11266 1.46177946569689 -1.33014326058827
22267 11267 -0.285571138295326 -1.26293769917366
22268 11268 0.792448561385589 1.15135364283427
22269 11269 0.548321635099914 -0.124617407947998
22271 11271 -1.53833411635056 0.868493979127944
22272 11272 0.422407954618169 0.500775790424517
22274 11274 0.431485075013742 0.592196506899364
22276 11276 -0.572560739665293 0.221384078466459
22277 11277 -0.112100398258222 0.329009165456443
22279 11279 -0.90533251412137 -0.272647796639842
22280 11280 0.0538875029649964 0.440597887818357
22281 11281 -0.747858594763302 2.19589899693313
22282 11282 0.103765592919048 -0.116270686843043
22283 11283 0.963020590841673 1.07439735359175
22284 11284 -2.24460675970432 0.449747437668471
22285 11285 -1.44982459880142 0.731518006791835
22286 11286 0.0041431990845251 -0.0746466355887596
22288 11288 -0.533932219341248 1.35048798805921
22290 11290 -0.637242432707149 -1.74496055391985
22291 11291 0.892918486444395 0.969629094981559
22292 11292 0.533932219341248 1.40396061317038
22293 11293 0.0829588024633079 0.0996009280361259
22294 11294 -0.632174700225301 1.1043957868736
22295 11295 0.798132870034906 -1.2721895345574
22297 11297 0.5387162713192 0.587266415078892
22298 11298 -0.76440135895347 -1.20099777062998
22299 11299 0.969629094981559 0.524400512708041
22300 11300 -0.587266415078892 -1.72627739181353
22301 11301 0.0290063776179854 0.924219776877528
22302 11302 -1.94946708884825 -1.02410618374162
22303 11303 0.179110115189958 -2.43538303725807
22304 11304 -0.78678974325612 -2.24460675970432
22305 11305 -0.826951656712859 0.234140335291547
22306 11306 0.217140087895081 -2.5249872731551
22307 11307 -0.399864666098176 -1.21821969864872
22308 11308 -0.276950413205575 -0.289889432332063
22309 11309 -1.2721895345574 -0.259769832690745
22310 11310 -0.458934794215749 -0.55797785784995
22311 11311 -1.11205221070977 0.798132870034906
22313 11313 0.0746466355887596 1.11205221070977
22314 11314 0.758864053068843 -0.97628021879366
22315 11315 -0.519652520291969 -0.533932219341248
22316 11316 0.137153973411368 -0.781156008445673
22317 11317 0.956453878676098 0.856474200892766
22318 11318 -0.736942980909068 -0.268350221578683
22319 11319 0.225632060255659 -0.276950413205575
22321 11321 -0.514916213865839 0.0165735076302898
22322 11322 -1.03820730230239 0.70470837950747
22323 11323 0.0124298817584842 0.294213138930921
22324 11324 0.417882459206927 -1.8050019290728
22325 11325 -1.04533586185825 0.116270686843043
22326 11326 -0.191755302854688 0.775546958322378
22327 11327 0.116270686843043 -0.856474200892766
22328 11328 -0.342158778571174 0.0414437330939965
22330 11330 -1.12756391786304 1.20956389082316
22331 11331 0.381975767696542 -1.70817807311644
22332 11332 1.47394697771641 0.264057597032568
22333 11333 -0.0248616843290452 0.809579632118835
22334 11334 0.272647796639842 0.496084618738338
22335 11335 0.809579632118835 0.020717418083943
22336 11336 0.747858594763302 0.320274396249306
22337 11337 0.482075848190274 -0.281258162959571
22338 11338 -0.020717418083943 1.72627739181353
22339 11339 0.445168004358367 -1.19251888265969
22340 11340 -0.445168004358367 -0.832797973781049
22341 11341 0.917887653790005 -0.758864053068843
22342 11342 0.0788020384481383 -0.538716271319199
22343 11343 0.373077305217768 -0.0124298817584843
22345 11345 -0.758864053068843 -0.30287716906832
22346 11346 1.03113111396634 -0.149712132728491
22347 11347 0.826951656712859 2.15190346022389
22348 11348 0.187536932448056 -0.408856970893159
22349 11349 -0.477427337703982 0.572560739665293
22350 11350 -0.124617407947998 -0.162293948169139
22351 11351 2.5249872731551 -0.137153973411368
22352 11352 1.33014326058827 -0.715370452554352
22358 11358 0.153903340165886 0.486734799142026
22360 11360 -1.19251888265969 1.03820730230239
22362 11362 -0.510191430316587 -0.0372973306024175
22364 11364 -0.0746466355887596 0.255486838906102
22366 11366 0.66283221863429 -0.572560739665293
22368 11368 0.229884117579232 0.242665594067959
22369 11369 -0.821133468675868 0.533932219341248
22370 11370 -1.01020581428617 -0.562825493274775
22371 11371 -0.982974813662025 0.355367825244109
22373 11373 0.637242432707149 -0.264057597032568
