"patRIL" "matRIL" "CG10245" "CG4086"
22374 11374 0.174901508679438 0.408856970893159
22375 11375 -0.221384078466459 1.03113111396634
22388 11388 1.00332831377595 0.758864053068843
22389 11389 -0.694125822726111 0.208663745751154
22390 11390 0.315916199532432 0.359784541212883
22391 11391 -0.55797785784995 0.377522799784186
22392 11392 -0.726114476587051 1.8265424371198
22395 11395 3.14640799442876 -1.87235848276031
22396 11396 -0.592196506899364 1.06704744224688
22398 11398 0.107932058343347 -0.491404339148307
22399 11399 0.320274396249306 1.5520044575854
22402 11402 0.553143299377485 0.97628021879366
22405 11405 -0.607074227559701 0.0538875029649964
22406 11406 -1.31033466729709 0.781156008445673
22407 11407 -0.431485075013742 -1.76427345782482
22408 11408 2.24460675970432 -0.911592121918912
22409 11409 0.454336322245007 1.64086016204377
22410 11410 -0.436036955148957 0.683620437067387
22411 11411 2.80970598236121 -0.458934794215749
22412 11412 -1.8489653936406 0.413365505965762
22413 11413 0.56768639112746 -0.477427337703982
22415 11415 1.06704744224688 -0.0996009280361259
22419 11419 -1.03113111396634 -0.710029326484192
22421 11421 -0.856474200892766 -0.694125822726111
22422 11422 -1.1043957868736 0.886762814805159
22423 11423 0.519652520291969 1.21821969864872
22424 11424 0.736942980909068 -0.329009165456443
22426 11426 0.874551141945308 -0.246934807649085
22430 11430 0.0455908482388531 0.529160356492626
22431 11431 -0.84457690635195 0.0331515692545285
22432 11432 -0.298542352711439 -0.592196506899364
22433 11433 -1.6906216295849 0.64742739292511
22434 11434 1.34024628235662 0.491404339148306
22435 11435 -0.359784541212883 -1.05975472657048
22438 11438 -1.36087334286719 -0.826951656712859
22439 11439 0.996497946211796 0.753349918134043
22441 11441 0.242665594067959 2.36189444658497
22442 11442 -0.956453878676098 -0.76440135895347
22443 11443 -1.89682347730688 1.15942990789899
22445 11445 0.426942117606338 1.62514234759886
22446 11446 1.89682347730688 -1.40396061317038
22447 11447 2.00814298911826 -0.880640562615912
22448 11448 -0.364208286841816 -0.158097252860162
22450 11450 0.350958030741995 -0.251208526680293
22451 11451 -1.59485885782747 0.803843085235133
22452 11452 -0.850510505299112 -0.472789120992267
22453 11453 1.37140758633067 -0.90533251412137
22454 11454 1.2815515655446 1.24475141420697
22456 11456 0.753349918134043 -0.337769109657726
22457 11457 -0.395380655137583 0.715370452554351
22459 11459 0.97628021879366 0.381975767696542
22461 11461 0.436036955148957 0.562825493274775
22462 11462 -0.289889432332063 -2.00814298911826
22464 11464 1.49895888916789 0.342158778571174
22465 11465 -1.33014326058827 0.0663396230993496
22466 11466 -2.00814298911826 -0.422407954618169
22468 11468 -0.166493503800825 0.458934794215749
22469 11469 1.29102728946302 -0.943442632585654
22472 11472 -0.678395973887049 -0.386436322721694
21002 12002 1.24475141420697 -1.51182451005236
21006 12006 -0.268350221578683 -0.373077305217767
21007 12007 1.21821969864872 0.0290063776179854
21009 12009 -1.21821969864872 0.468161053221494
21010 12010 0.0248616843290453 1.11977438516082
21011 12011 0.132972820060009 0.93058917591238
21014 12014 -1.05975472657048 0.337769109657726
21015 12015 1.2721895345574 -0.792448561385589
21016 12016 1.08927403826294 -0.187536932448056
21017 12017 -2.43538303725807 1.38209625327345
21019 12019 1.58025016864024 -1.00332831377595
21020 12020 0.234140335291547 0.195977088257369
21021 12021 0.329009165456443 -0.0331515692545283
21022 12022 0.0663396230993496 -1.60981606718445
21023 12023 -1.60981606718445 -0.141337525880796
21025 12025 -2.5249872731551 -0.404356731363483
21026 12026 -0.404356731363483 -1.16758251467852
21027 12027 -0.204431228118982 0.0372973306024175
21028 12028 2.64107005682494 -0.145523553529793
21029 12029 -0.264057597032568 -0.0455908482388531
21030 12030 0.731518006791835 0.333385939679012
21031 12031 0.838672894973862 -0.510191430316587
21032 12032 1.15135364283427 -0.0414437330939966
21033 12033 0.298542352711439 0.137153973411368
21034 12034 1.20956389082316 -0.208663745751155
21035 12035 -2.04028132201041 -0.431485075013742
21036 12036 0.281258162959571 0.149712132728491
21037 12037 0.622087555308921 -0.0829588024633079
21038 12038 0.500775790424517 -0.500775790424517
21039 12039 -1.48633670485721 -0.342158778571174
21040 12040 -0.548321635099914 0.049738747632485
21041 12041 0.251208526680293 0.350958030741995
21042 12042 -1.67357133498159 -0.229884117579232
21043 12043 0.769962202571622 0.657679960815283
21044 12044 -0.0954379899661045 0.0124298817584842
21045 12045 -0.315916199532432 -0.678395973887049
21046 12046 1.09680356209351 0.688863626708874
21047 12047 -1.9779541058769 1.20099777062998
21048 12048 -0.242665594067959 1.12756391786304
21049 12049 0.246934807649085 -0.577448729992901
21050 12050 -1.1433517858678 -1.08927403826294
21051 12051 -0.496084618738338 0.00828646929314087
21053 12053 -0.792448561385589 0.821133468675868
21054 12054 1.6906216295849 0.5387162713192
21055 12055 0.742389730758972 -1.11205221070977
21056 12056 1.92247946907798 0.289889432332063
21058 12058 0.678395973887049 1.65699413354254
21059 12059 0.0165735076302898 -1.11977438516082
21060 12060 0.582350556129639 -1.04533586185825
21061 12061 -0.582350556129639 -0.0538875029649964
21062 12062 -0.386436322721694 0.107932058343347
21063 12063 -0.449747437668471 0.678395973887049
21064 12064 0.627123151468491 1.44982459880142
21065 12065 -1.46177946569689 1.23581072990468
21066 12066 2.19589899693313 -0.936996553858143
21068 12068 1.8489653936406 2.80970598236121
21069 12069 0.294213138930921 0.386436322721694
21070 12070 1.78426776672059 -0.798132870034906
21071 12071 -0.482075848190274 -0.924219776877528
21073 12073 1.59485885782747 0.0455908482388531
21074 12074 -0.174901508679438 -0.0248616843290452
21075 12075 1.8050019290728 0.668002132269573
21077 12077 -0.0788020384481381 -0.668002132269574
21078 12078 0.832797973781049 -1.62514234759886
21079 12079 1.5520044575854 -0.496084618738338
21080 12080 -0.333385939679012 -0.183321896572339
21081 12081 -1.02410618374162 0.112100398258222
21082 12082 0.463542991375328 0.0912767051918666
21083 12083 -0.320274396249306 -0.803843085235133
21084 12084 0.404356731363483 0.128793990063724
21086 12086 0.880640562615912 -0.886762814805159
21087 12087 -0.454336322245007 0.55797785784995
21088 12088 -1.16758251467852 1.9779541058769
21089 12089 0.607074227559701 1.89682347730688
21090 12090 0 1.32017421289442
21091 12091 -0.422407954618169 -0.64232658393575
21092 12092 1.35048798805921 0.472789120992267
21093 12093 0.949928153579196 -0.683620437067387
21094 12094 -2.19589899693313 -0.850510505299112
21095 12095 1.51182451005236 0
21096 12096 -1.26293769917366 -0.225632060255659
21097 12097 1.65699413354254 2.04028132201041
21098 12098 -0.538716271319199 -0.0704925212865528
21099 12099 -1.22696775449547 -0.0497387476324851
21100 12100 -0.468161053221494 -0.84457690635195
21101 12101 -3.14640799442876 0.482075848190274
21102 12102 -0.251208526680293 -1.52494535776262
21104 12104 -0.622087555308922 -0.381975767696542
21105 12105 -0.0414437330939966 -0.637242432707149
21107 12107 -1.40396061317038 0.838672894973862
21108 12108 0.120442998516861 -0.963020590841673
21111 12111 0.355367825244109 -0.395380655137583
21112 12112 0.856474200892766 -0.128793990063724
21113 12113 0.597141034778401 0.710029326484192
21114 12114 0.587266415078892 -0.652545102782948
21115 12115 1.13542247531976 -0.61706768441726
21116 12116 1.19251888265969 0.64232658393575
21117 12117 -0.413365505965762 -0.874551141945308
21120 12120 -1.56597114763214 -0.862468514289713
21121 12121 1.05251794132997 1.31033466729709
21122 12122 -0.69940731019811 1.00332831377595
21123 12123 -0.440597887818357 1.8050019290728
21124 12124 0.00828646929314087 1.52494535776262
21125 12125 -1.49895888916789 -1.67357133498159
21126 12126 0.694125822726111 -1.35048798805921
21127 12127 -1.8265424371198 0.949928153579196
21128 12128 -0.234140335291547 -0.673189962282974
21129 12129 -2.29930540186618 0.431485075013742
21131 12131 -0.281258162959571 1.8489653936406
21134 12134 -1.34024628235662 2.43538303725807
21135 12135 -0.3465550505589 0.982974813662025
21136 12136 2.15190346022389 -1.20956389082316
21137 12137 -1.37140758633067 0.874551141945308
21138 12138 0.911592121918912 -0.989713755595211
21139 12139 -1.47394697771641 0.246934807649085
21141 12141 -1.17581347255003 -0.454336322245007
21142 12142 -2.80970598236122 -0.333385939679012
21143 12143 1.9779541058769 -0.66283221863429
21144 12144 0.399864666098176 1.36087334286719
21145 12145 -0.838672894973862 -0.103765592919048
21147 12147 2.04028132201041 0.936996553858143
21148 12148 0.020717418083943 -1.06704744224688
21149 12149 0.943442632585654 1.13542247531976
21150 12150 0.6321747002253 -0.399864666098176
21151 12151 -0.355367825244109 0.324638684752175
21152 12152 0.158097252860162 -1.05251794132997
21153 12153 2.29930540186618 0.963020590841673
21154 12154 0.289889432332063 0.0788020384481383
21155 12155 0.268350221578683 0.548321635099914
21156 12156 0.3465550505589 1.49895888916789
21157 12157 0.78678974325612 -0.519652520291969
21158 12158 1.11977438516082 -0.582350556129639
21159 12159 -0.158097252860162 -0.3465550505589
21160 12160 0.0580371860298193 1.26293769917366
21161 12161 1.74496055391985 0.158097252860162
21162 12162 -0.116270686843043 0.0746466355887596
21163 12163 -0.911592121918912 -1.01020581428617
21164 12164 0.726114476587051 0.477427337703982
21165 12165 0.710029326484192 0.0041431990845251
21166 12166 1.44982459880142 -0.417882459206927
21167 12167 0.285571138295326 -1.47394697771641
21168 12168 0.592196506899364 -1.37140758633067
21169 12169 -0.803843085235133 -0.838672894973862
21172 12172 0.208663745751154 -0.587266415078892
21173 12173 0.124617407947998 -0.359784541212883
21174 12174 0.486734799142026 -0.315916199532432
21175 12175 -1.78426776672059 0.899108180226192
21176 12176 0.368639171392575 -0.204431228118982
21177 12177 -0.311563995068584 -0.311563995068584
21178 12178 1.20099777062998 -1.36087334286719
21179 12179 1.41514907029356 0.673189962282974
21180 12180 -1.30062037374173 0.66283221863429
21181 12181 -0.0829588024633079 0.0248616843290453
21183 12183 0.212900004749838 -1.9779541058769
21184 12184 -1.18412487073434 -0.742389730758972
21185 12185 -1.41514907029356 -1.89682347730688
21186 12186 0.112100398258222 1.78426776672059
21187 12187 -2.07467647684211 -0.020717418083943
21188 12188 0.264057597032568 -1.6906216295849
21189 12189 0.0704925212865529 0.726114476587051
21190 12190 0.612063315170028 -0.612063315170028
21191 12191 0.0621878687324722 -0.390904579813398
21192 12192 0.413365505965762 -0.350958030741995
21193 12193 1.64086016204377 0.153903340165886
21194 12194 -1.35048798805921 -0.179110115189959
21197 12197 -0.0372973306024175 1.74496055391985
21199 12199 -0.56768639112746 0.463542991375328
21200 12200 1.39294519673001 -1.22696775449547
21204 12204 0.602100205107449 -0.0580371860298194
21205 12205 -0.294213138930921 -1.15942990789899
21206 12206 -1.64086016204377 -1.34024628235662
21207 12207 0.195977088257369 -0.69940731019811
21208 12208 -0.373077305217767 0.251208526680293
21212 12212 -0.0165735076302898 -0.324638684752175
21213 12213 0.652545102782948 -0.170695997824087
21216 12216 -0.229884117579232 0.454336322245007
21219 12219 0.989713755595211 0.6321747002253
21220 12220 1.02410618374162 3.14640799442876
21221 12221 0.364208286841816 0.373077305217768
21222 12222 -1.15135364283427 0.826951656712859
21223 12223 0.496084618738338 -0.892918486444395
21225 12225 0.0954379899661044 0.0871170003983493
21227 12227 1.31033466729709 0.637242432707149
21230 12230 -0.0912767051918666 0.404356731363483
21231 12231 -2.1117168393134 -0.747858594763302
21232 12232 0.69940731019811 -0.548321635099914
21233 12233 1.87235848276031 1.48633670485721
21234 12234 -0.103765592919048 1.37140758633067
21236 12236 -1.15942990789899 -0.688863626708874
21238 12238 0.276950413205575 -0.607074227559701
21239 12239 0.221384078466459 -1.17581347255003
21240 12240 0.333385939679012 0.103765592919048
21241 12241 -0.238400798797922 1.25379272166561
21244 12244 1.48633670485721 0.426942117606338
21245 12245 -0.426942117606338 -0.191755302854688
21246 12246 0.0912767051918666 -0.647427392925109
21247 12247 -1.00332831377595 -0.153903340165886
21248 12248 -0.0124298817584843 2.07467647684212
21249 12249 -0.187536932448056 -0.112100398258222
21250 12250 -0.350958030741995 -1.15135364283427
21251 12251 -1.87235848276031 0.200202369560397
21252 12252 -0.809579632118835 -0.00414319908452524
21255 12255 -1.42651753771159 -1.92247946907798
21256 12256 0.64232658393575 1.6906216295849
21258 12258 -2.64107005682494 -0.174901508679438
21259 12259 -0.128793990063724 -0.221384078466459
21260 12260 0.936996553858143 -0.445168004358367
21261 12261 -0.0871170003983494 -0.368639171392575
21262 12262 -0.943442632585654 0.792448561385589
21263 12263 -1.58025016864024 -1.58025016864024
21264 12264 -0.0580371860298194 2.00814298911826
21265 12265 -1.01713143262047 -0.809579632118835
21266 12266 0.0996009280361259 1.02410618374162
21268 12268 1.42651753771159 -1.65699413354254
21269 12269 0.0331515692545285 -0.0663396230993496
21270 12270 0.390904579813398 0.276950413205575
21271 12271 -0.141337525880796 0.519652520291969
21273 12273 -1.62514234759886 -0.364208286841816
